Gene,sgRNA,OELOW|beta,OELOW|z,OELOW|p-value,OELOW|fdr,OELOW|wald-p-value,OELOW|wald-fdr,OEHIGH|beta,OEHIGH|z,OEHIGH|p-value,OEHIGH|fdr,OEHIGH|wald-p-value,OEHIGH|wald-fdr
BTD,8,-0.34722,-1.3579,0.31594,0.76611,0.1745,0.38851,0.050494,0.19782,0.4498,0.76053,0.84319,0.99611
LHPP,8,0.37055,1.868,0.40518,0.81464,0.061765,0.22808,0.0948,0.4779,0.31923,0.65722,0.63272,0.99611
HS3ST3B1,8,0.13507,0.35238,0.83005,0.97458,0.72455,0.84874,-0.4013,-1.0459,0.29167,0.62738,0.29559,0.99611
SORD,8,0.63187,2.1671,0.13091,0.5618,0.030229,0.15834,0.52138,1.7884,0,0,0.073708,0.49376
CNGB3,8,0.12779,0.60608,0.84547,0.97939,0.54446,0.72531,0.18128,0.86057,0.12566,0.43034,0.38947,0.99611
CYB5R2,8,0.90127,1.6618,0.033465,0.30088,0.096551,0.28683,0.20941,0.38608,0.082349,0.34057,0.69944,0.99611
AIFM3,8,-0.58313,-2.914,0.12139,0.54815,0.0035686,0.037507,-0.24542,-1.2293,0.61056,0.8525,0.21897,0.92564
PEMT,8,0.92224,1.6806,0.029528,0.28213,0.092835,0.28123,0.03723,0.067808,0.49639,0.79019,0.94594,0.99611
PIGM,8,-0.25734,-0.94412,0.42782,0.82868,0.34511,0.56251,-0.63027,-2.312,0.092192,0.35934,0.020776,0.19131
SLC2A5,8,0.72109,1.7125,0.086614,0.49162,0.086806,0.27295,-0.094322,-0.22327,0.92749,0.98433,0.82333,0.99611
MFSD4,8,-0.058945,-0.27199,0.76837,0.95292,0.78563,0.88656,-0.10995,-0.50811,0.97474,0.99464,0.61138,0.99611
PNLIP,8,0.11792,0.4151,0.86647,0.98325,0.67807,0.81851,0.0085318,0.030043,0.58169,0.83279,0.97603,0.99611
ALDH18A1,8,0.38406,1.0185,0.38255,0.80358,0.30843,0.52807,-0.039848,-0.10566,0.74606,0.92177,0.91585,0.99611
KCNK18,8,0.093727,0.38488,0.91634,0.99138,0.70033,0.8335,-0.21584,-0.88649,0.69554,0.89489,0.37535,0.99611
ANKH,8,0.067802,0.3103,0.97605,0.9947,0.75633,0.86894,0.2731,1.2511,0.024934,0.17117,0.2109,0.90744
SLC39A3,8,0.37302,1.5514,0.40125,0.81287,0.12081,0.31882,0.18474,0.76871,0.11778,0.41264,0.44206,0.99611
KCNJ9,8,0.0048483,0.018115,0.89862,0.98851,0.98555,0.99403,-0.29638,-1.108,0.48622,0.78704,0.26784,0.98689
ABHD2,8,0.18056,0.71266,0.73589,0.94641,0.47606,0.67678,0.10192,0.4026,0.30184,0.64067,0.68724,0.99611
PLIN3,8,-0.26063,-1.2784,0.42421,0.82832,0.2011,0.42469,-0.19927,-0.98077,0.74442,0.92049,0.3267,0.99611
CDO1,8,0.53172,1.5393,0.21129,0.66291,0.12372,0.32481,0.02515,0.072789,0.53346,0.81114,0.94197,0.99611
AMT,8,-0.2258,-1.0941,0.47572,0.859,0.27389,0.4952,-0.055822,-0.2708,0.7979,0.94339,0.78655,0.99611
GSTK1,8,0.50063,1.9642,0.23491,0.69544,0.049504,0.20336,0.2437,0.95635,0.047572,0.25303,0.33889,0.99611
ABCB9,8,-0.2612,-0.98386,0.42421,0.82832,0.32518,0.54369,-0.4241,-1.598,0.26181,0.59259,0.11005,0.6513
SLC31A1,8,0.96117,1.7776,0.023294,0.24912,0.075466,0.25692,0.066008,0.12198,0.39633,0.71691,0.90291,0.99611
TRPV5,8,0.0023859,0.0097573,0.89239,0.98851,0.99221,0.99712,-0.017076,-0.069894,0.66568,0.88217,0.94428,0.99611
ARSF,8,-0.17555,-0.54017,0.5502,0.87689,0.58908,0.75784,-0.043258,-0.13346,0.75722,0.92915,0.89383,0.99611
NPC2,8,0.2651,0.9162,0.57448,0.88419,0.35956,0.57553,-0.081646,-0.28219,0.88386,0.97327,0.7778,0.99611
ATP2C1,8,-0.25693,-1.057,0.42782,0.82868,0.29049,0.51381,0.17751,0.73437,0.13156,0.43777,0.46273,0.99611
PTGR2,8,0.28021,1.2733,0.54888,0.87689,0.20291,0.42682,0.077168,0.3507,0.36844,0.69708,0.72581,0.99611
KLB,8,0.45173,0.9251,0.29724,0.75,0.35491,0.57116,-0.056783,-0.11622,0.80413,0.94816,0.90748,0.99611
ACHE,8,-0.46518,-2.462,0.20538,0.65687,0.013815,0.1027,-0.45347,-2.4076,0.22638,0.55645,0.016056,0.16031
KCNC4,8,-0.39209,-1.5061,0.26739,0.73556,0.13205,0.33411,-0.34729,-1.3399,0.38189,0.7076,0.18027,0.84854
PLCL2,8,0.83088,2.049,0.051181,0.36792,0.040463,0.18546,0.060245,0.1485,0.41995,0.73946,0.88195,0.99611
AMACR,8,0.64318,1.8975,0.12566,0.55587,0.057756,0.22075,0.22834,0.67364,0.058727,0.28125,0.50054,0.99611
KCTD5,8,2.2166,1.6603,0,0,0.09685,0.28716,0.45,0.33702,0,0,0.7361,0.99611
GAL3ST1,8,0.45914,1.4739,0.28576,0.74153,0.14051,0.3465,0.18236,0.5855,0.12467,0.42938,0.55821,0.99611
LCAT,8,1.7288,1.4644,0,0,0.14309,0.34976,0.20897,0.17693,0.082349,0.34057,0.85956,0.99611
TPCN2,8,-0.24835,-1.6059,0.44193,0.83769,0.10829,0.30253,-0.1535,-0.99387,0.88353,0.97327,0.32029,0.99611
FABP2,6,0.80702,1.7754,0.08563,0.49162,0.075834,0.25726,0.34066,0.74931,0.019357,0.14425,0.45367,0.99611
OXCT2,8,-0.34399,-1.4513,0.32119,0.76905,0.14669,0.35349,0.029457,0.12508,0.52067,0.80477,0.90046,0.99611
SLC9A1,8,-0.10392,-0.54709,0.67946,0.92621,0.58432,0.75439,-0.014293,-0.075373,0.65879,0.87686,0.93992,0.99611
CHST8,8,0.063443,0.31928,0.98425,0.9947,0.74951,0.86535,-0.086046,-0.43314,0.90026,0.98175,0.66492,0.99611
ECH1,8,1.2469,2.0621,0.003937,0.070175,0.0392,0.18242,0.081546,0.13465,0.35302,0.68338,0.89289,0.99611
CACNB3,8,-0.36305,-1.9876,0.29495,0.75,0.046852,0.19812,-0.49642,-2.7199,0.18143,0.50857,0.0065298,0.076549
B3GNT2,8,-0.016115,-0.076929,0.85236,0.97939,0.93868,0.97052,-0.082256,-0.3933,0.88714,0.97406,0.6941,0.99611
GABRA6,8,1.0151,2.9355,0.014764,0.17857,0.0033303,0.035493,0.30918,0.89333,0.010499,0.091691,0.37168,0.99611
CYP2R1,8,0.18553,0.52071,0.72605,0.94105,0.60257,0.76846,-0.19198,-0.53872,0.76969,0.93578,0.59008,0.99611
PRPSAP1,8,0.8489,2.2497,0.045276,0.34673,0.02447,0.14095,0.18406,0.48767,0.12008,0.41781,0.62578,0.99611
ALDH1A3,8,0.54311,2.0977,0.19849,0.64706,0.03593,0.17356,0.18086,0.69851,0.1273,0.43348,0.48486,0.99611
DPYSL4,8,0.56977,1.9933,0.17585,0.61231,0.04623,0.19812,0.0058455,0.020447,0.59252,0.84078,0.98369,0.99611
BCAT2,8,0.93276,2.461,0.027887,0.28146,0.013854,0.10274,0.26552,0.70049,0.028871,0.18565,0.48362,0.99611
ALAS2,8,0.40357,1.8145,0.35991,0.79181,0.069604,0.24442,0.2303,1.0357,0.057743,0.28125,0.30036,0.99611
SMOX,8,0.14239,0.66081,0.81332,0.9665,0.50873,0.6984,-0.031935,-0.14837,0.71719,0.9048,0.88205,0.99611
P2RX1,8,0.33177,1.2701,0.4685,0.85322,0.20404,0.42772,-0.31481,-1.2025,0.44587,0.75851,0.22916,0.93737
PKD2,8,0.041149,0.15954,0.97211,0.9947,0.87324,0.93164,0.067987,0.26651,0.39272,0.71429,0.78985,0.99611
FMO1,8,-0.18964,-0.76849,0.53117,0.87466,0.44219,0.64705,-0.22865,-0.92856,0.65387,0.87418,0.35312,0.99611
KCNJ3,8,0.98222,1.0053,0.019357,0.22348,0.31477,0.53301,0.11066,0.11312,0.27756,0.61127,0.90994,0.99611
GCDH,8,0.92767,2.3346,0.028871,0.28205,0.019562,0.12579,-0.19834,-0.49859,0.74869,0.92426,0.61807,0.99611
PGLS,8,0.065188,0.38064,0.9813,0.9947,0.70347,0.83626,-0.49621,-2.8963,0.18143,0.50857,0.0037754,0.047948
ASPH,8,-0.03171,-0.093633,0.82251,0.97246,0.9254,0.96394,0.20464,0.60543,0.089567,0.35547,0.54489,0.99611
LPGAT1,8,0.23754,1.5529,0.62828,0.90672,0.12044,0.31837,0.21536,1.4085,0.073163,0.31586,0.15898,0.80992
ALDH8A1,8,-0.19608,-1.1184,0.51837,0.87164,0.26341,0.48454,0.092218,0.52683,0.32415,0.66004,0.59831,0.99611
GBA2,8,0.35582,0.99113,0.42684,0.82868,0.32162,0.54101,-0.041796,-0.1164,0.7523,0.92609,0.90734,0.99611
NUDT11,5,0.15133,0.51676,0.83399,0.97657,0.60532,0.77023,0.42871,1.4645,0.007874,0.080808,0.14304,0.76625
PDE12,8,-0.17694,-1.1275,0.5479,0.87689,0.25954,0.48236,-0.49861,-3.1775,0.18045,0.50857,0.0014855,0.020487
GLRA3,8,0.43486,1.7292,0.3189,0.76856,0.083769,0.27076,0.15591,0.62019,0.17454,0.50283,0.53513,0.99611
SLC25A21,8,0.84868,1.8796,0.045276,0.34673,0.060169,0.22553,0.14662,0.32464,0.19915,0.53152,0.74546,0.99611
NEU2,8,0.19272,1.1836,0.7103,0.93521,0.23658,0.4606,0.26453,1.6294,0.029199,0.18658,0.10323,0.62429
PIGP,8,0.22669,0.88186,0.64469,0.91566,0.37785,0.59328,0.072373,0.28158,0.37959,0.70506,0.77827,0.99611
CATSPERB,8,0.46487,1.4109,0.28117,0.74153,0.15826,0.36851,0.1345,0.40833,0.2208,0.55065,0.68303,0.99611
SPTLC3,8,0.25417,0.96602,0.59449,0.8931,0.33403,0.55271,0.20759,0.78971,0.084646,0.34584,0.4297,0.99611
ALG5,8,-0.45687,-1.3709,0.21096,0.66291,0.17042,0.38518,0.066725,0.20165,0.39501,0.71581,0.84019,0.99611
MANEA,8,1.3374,2.5004,0.0019685,0.0375,0.012404,0.095231,0.32835,0.61329,0.0088583,0.083582,0.53969,0.99611
PLOD1,8,0.0020129,0.008886,0.89239,0.98851,0.99291,0.99749,0.12893,0.56969,0.23294,0.56653,0.56889,0.99611
NT5E,8,0.12517,0.65489,0.85171,0.97939,0.51254,0.7018,-0.061178,-0.32016,0.81463,0.95025,0.74885,0.99611
ENTPD4,8,1.1347,2.1913,0.0072178,0.10837,0.02843,0.15287,0.19605,0.37858,0.10171,0.3849,0.705,0.99611
EHHADH,8,0.62976,2.2934,0.1332,0.56625,0.021823,0.1333,0.13372,0.48675,0.22113,0.55065,0.62643,0.99611
PIGL,8,-0.1881,-0.62299,0.53412,0.8748,0.53329,0.7186,-0.18526,-0.61383,0.78904,0.94339,0.53933,0.99611
ACADSB,8,0.54095,1.3568,0.20013,0.64963,0.17483,0.38869,0.0041108,0.010299,0.59941,0.84232,0.99178,0.99611
PIK3CG,8,0.21316,0.72078,0.67192,0.92335,0.47105,0.67288,-0.059914,-0.20269,0.81266,0.95015,0.83937,0.99611
ACADM,8,0.3516,1.1902,0.43438,0.83239,0.23395,0.45828,-0.037084,-0.12553,0.73819,0.91837,0.9001,0.99611
ZADH2,8,0.16011,0.96712,0.7769,0.95292,0.33349,0.55213,0.16461,0.99507,0.15682,0.48528,0.3197,0.99611
SLC2A14,8,0.33634,1.3674,0.46161,0.85322,0.17149,0.38518,-0.12932,-0.52554,0.95374,0.99224,0.59921,0.99611
TRPC1,8,-0.52074,-1.5334,0.16142,0.59854,0.12519,0.3271,-0.17963,-0.53044,0.80085,0.94539,0.5958,0.99611
FABP7,8,-0.2042,-0.62848,0.50722,0.87158,0.52969,0.7166,0.12424,0.38554,0.24573,0.58147,0.69984,0.99611
ACOT11,8,-0.1763,-0.44056,0.54954,0.87689,0.65953,0.80895,-0.23818,-0.59594,0.63025,0.86337,0.55122,0.99611
STARD5,8,0.59127,1.3615,0.15912,0.59436,0.17337,0.38656,0.34032,0.78399,0.0075459,0.077966,0.43305,0.99611
PHOSPHO1,8,0.052925,0.22362,0.99475,0.99704,0.82306,0.90599,-0.23288,-0.98426,0.64042,0.86696,0.32499,0.99611
IMPA1,8,0.60403,2.7113,0.15026,0.58386,0.0067029,0.061537,0.12479,0.56003,0.24508,0.58147,0.57546,0.99611
APOA5,8,0.097548,0.42572,0.90748,0.98892,0.67031,0.81393,0.31303,1.3681,0.010171,0.089855,0.17128,0.83018
NXNL2,8,0.90258,2.2025,0.033465,0.30088,0.027627,0.15091,0.086188,0.21019,0.33957,0.66947,0.83352,0.99611
CHRNA6,8,0.8298,2.3106,0.051837,0.37002,0.020856,0.13,0.41012,1.1419,0.0013123,0.020408,0.25351,0.97744
PDE8A,8,-0.082108,-0.23095,0.72572,0.94105,0.81736,0.90386,-0.043992,-0.1239,0.76017,0.92978,0.9014,0.99611
ENPP5,8,0.36056,1.5206,0.41798,0.82406,0.12836,0.32897,0.1164,0.49091,0.26214,0.59259,0.62349,0.99611
NAGS,8,-0.014943,-0.065065,0.85499,0.97939,0.94812,0.97505,0.032329,0.14101,0.5105,0.79918,0.88786,0.99611
SLC6A8,8,0.41083,1.5272,0.35007,0.78804,0.12671,0.32769,-0.3305,-1.2262,0.41175,0.73349,0.22012,0.92564
STAT5B,8,0.51579,1.9232,0.22277,0.68104,0.054456,0.21352,0.016153,0.060208,0.56037,0.82237,0.95199,0.99611
SNCA,8,0.014611,0.055915,0.92028,0.99138,0.95541,0.97951,-0.02445,-0.093881,0.69226,0.89489,0.9252,0.99611
MGAM,8,0.45709,1.5667,0.28904,0.74409,0.11719,0.31499,-0.058672,-0.20079,0.80906,0.95015,0.84086,0.99611
ASAH2,8,0.43126,1.4223,0.32283,0.76935,0.15495,0.36383,0.089848,0.29632,0.33169,0.6634,0.76699,0.99611
KDM1B,8,0.17848,0.6116,0.7418,0.94664,0.5408,0.72424,0.12322,0.42277,0.24705,0.58147,0.67246,0.99611
GRIK1,8,-0.12975,-0.62051,0.63123,0.90883,0.53492,0.71985,0.15179,0.73246,0.18373,0.50857,0.46389,0.99611
CDA,8,0.4502,1.4849,0.29921,0.75,0.13758,0.3416,0.26657,0.87936,0.028543,0.18511,0.3792,0.99611
ADAD2,8,0.027943,0.096914,0.94488,0.99174,0.92279,0.96292,-0.32351,-1.122,0.42487,0.74383,0.26185,0.97899
KCNAB3,8,0.31275,1.2615,0.49705,0.8672,0.20711,0.43149,0.10966,0.44265,0.28117,0.61699,0.65802,0.99611
ALG6,8,-1.319,-5.8439,0.0019685,0.0375,5.10E-09,2.35E-07,-0.15102,-0.68105,0.89173,0.97594,0.49584,0.99611
SLC7A14,8,0.92278,1.9486,0.029528,0.28213,0.051346,0.20661,-0.0024671,-0.0052058,0.62041,0.85994,0.99585,0.99683
KCNA6,8,-0.22407,-0.89849,0.47933,0.86227,0.36893,0.58384,-0.20843,-0.8383,0.7149,0.90265,0.40186,0.99611
GABRA4,8,0.76244,1.3182,0.074803,0.46914,0.18744,0.40607,0.31914,0.5517,0.0091864,0.083582,0.58116,0.99611
NDUFA11,8,-0.42353,-1.1127,0.23786,0.69981,0.26585,0.48755,-0.80088,-2.1037,0.033136,0.2016,0.035405,0.28758
ATP2B2,8,-0.22665,-0.92286,0.47539,0.859,0.35608,0.57213,0.056645,0.23117,0.42913,0.74572,0.81718,0.99611
CPT1C,8,0.39924,1.8857,0.36549,0.79181,0.059332,0.22433,0.08151,0.38509,0.35302,0.68338,0.70017,0.99611
PFKFB1,8,0.98555,1.4965,0.018701,0.21839,0.13452,0.33687,0.292,0.44308,0.01706,0.13065,0.65771,0.99611
TERGENIC130905,1,-0.24978,-0.43437,0.81102,0.96525,0.66402,0.81185,0.34848,0.60601,0.36778,0.69708,0.54451,0.99611
GIP,8,0.068067,0.30607,0.97507,0.9947,0.75955,0.871,-0.12289,-0.55339,0.97671,0.99466,0.58,0.99611
JMJD1C,8,2.1909,1.4084,0,0,0.15902,0.36971,0.68419,0.43965,0,0,0.66019,0.99611
CHST3,8,0.76313,3.2749,0.074803,0.46914,0.001057,0.014192,0.32976,1.4151,0.0088583,0.083582,0.15704,0.80668
TRPV2,8,0.036823,0.14733,0.96227,0.99425,0.88288,0.93804,-0.087519,-0.35058,0.90551,0.98229,0.72591,0.99611
CNDP2,8,0.29459,1.0371,0.52362,0.87404,0.2997,0.51978,0.051928,0.18289,0.44619,0.75851,0.85488,0.99611
SLC10A1,8,0.43511,1.1421,0.31824,0.76856,0.2534,0.4756,0.096816,0.25415,0.31594,0.65722,0.79938,0.99611
SLC8A3,8,0.15288,0.70947,0.79429,0.95843,0.47803,0.67783,0.22428,1.0433,0.062664,0.29072,0.29682,0.99611
SLCO4C1,8,-0.27241,-1.239,0.40945,0.81944,0.21533,0.43784,0.053014,0.24258,0.44324,0.75841,0.80833,0.99611
SLC20A2,8,0.28223,0.82725,0.54429,0.87689,0.4081,0.61609,-0.24974,-0.73131,0.59875,0.84218,0.46459,0.99611
ECHDC2,8,-0.54057,-2.2216,0.14928,0.58386,0.026311,0.14742,-0.29938,-1.2355,0.47933,0.7838,0.21663,0.91931
KL,8,-0.26071,-1.8113,0.42421,0.82832,0.070088,0.24552,0.074293,0.51673,0.37402,0.69939,0.60535,0.99611
GLRA2,8,0.55013,1.599,0.19193,0.63323,0.10982,0.30515,0.22265,0.64716,0.063976,0.29412,0.51753,0.99611
ATP5F1,8,-0.83583,-1.7138,0.036745,0.31638,0.086571,0.27295,-1.1099,-2.2793,0.0019685,0.029851,0.022651,0.20352
HIF1A,8,1.1094,2.011,0.007874,0.11374,0.044326,0.19356,0.22185,0.40188,0.064633,0.2958,0.68777,0.99611
HIF1AN,8,0.0058784,0.021467,0.90125,0.98851,0.98287,0.99323,-0.010549,-0.038692,0.64534,0.8692,0.96914,0.99611
AQP2,8,0.24007,1.0929,0.62238,0.90247,0.27443,0.49564,-0.56902,-2.5864,0.12828,0.43348,0.0096989,0.10634
DCXR,8,0.089992,0.37066,0.92684,0.99138,0.71089,0.84078,-0.13996,-0.57658,0.92454,0.98325,0.56423,0.99611
GATM,8,0.754,2.5179,0.07874,0.47525,0.011804,0.092018,0.31805,1.062,0.0091864,0.083582,0.28825,0.99611
ABCG8,8,-0.28158,-1.4608,0.39403,0.81258,0.14408,0.35133,-0.048328,-0.25102,0.77362,0.9372,0.8018,0.99611
FDFT1,8,0.37106,1.0983,0.40453,0.8144,0.27206,0.49407,0.079196,0.23444,0.36155,0.69265,0.81464,0.99611
PFKP,8,-0.0258,-0.11737,0.83169,0.97538,0.90656,0.95283,-0.42171,-1.9177,0.26509,0.59675,0.055146,0.40405
ST6GAL1,8,0.25846,0.97944,0.58694,0.89049,0.32736,0.54554,0.122,0.46276,0.25033,0.58512,0.64354,0.99611
RYR1,8,-0.23873,-1.0565,0.45833,0.85088,0.29076,0.51381,-0.28754,-1.2759,0.50394,0.79503,0.20199,0.88457
SLC26A5,8,0.93964,1.9632,0.026903,0.27333,0.049624,0.20336,0.26392,0.55088,0.029856,0.1888,0.58171,0.99611
CKMT1B,3,-0.17438,-0.40465,0.74409,0.94664,0.68574,0.82541,0.41596,0.96944,0.044948,0.24596,0.33232,0.99611
ACBD6,8,0.27551,1.4245,0.5584,0.87963,0.15429,0.36286,-0.0063267,-0.032719,0.63156,0.86392,0.9739,0.99611
PDHA2,8,-0.020382,-0.092893,0.84318,0.97939,0.92599,0.96394,-0.069074,-0.31587,0.8435,0.96161,0.7521,0.99611
ATP1B3,8,0.65107,2.2834,0.12139,0.54815,0.022406,0.13417,-0.15052,-0.52731,0.89337,0.97704,0.59798,0.99611
ECI1,8,1.7225,1.2493,0,0,0.21155,0.4354,0.28928,0.20965,0.017717,0.13466,0.83394,0.99611
GNMT,8,0.26869,1.0208,0.56923,0.8825,0.30735,0.52689,0.057903,0.22005,0.42684,0.74471,0.82583,0.99611
ACACB,8,0.20093,0.85555,0.69619,0.93029,0.39225,0.60596,-0.16498,-0.70245,0.85203,0.96221,0.4824,0.99611
MTHFR,8,-0.072469,-0.27056,0.74475,0.94664,0.78673,0.88666,-0.20922,-0.78163,0.71161,0.9015,0.43443,0.99611
GSTT2,8,0.79789,2.2261,0.059383,0.39651,0.02601,0.14627,0.1366,0.38065,0.21785,0.55033,0.70346,0.99611
COQ9,8,0.55204,0.34532,0.18963,0.63181,0.72985,0.85252,-0.24059,-0.15021,0.62303,0.86018,0.8806,0.99611
UTY,8,0.78171,1.8997,0.065945,0.42675,0.057471,0.22044,0.49093,1.1931,0,0,0.23282,0.94569
GAD2,8,0.76024,1.8402,0.075787,0.47047,0.065745,0.23621,0.22036,0.53329,0.065617,0.29586,0.59383,0.99611
B4GALT2,8,-0.35894,-1.6278,0.30118,0.75184,0.10356,0.29514,-0.1051,-0.48344,0.95932,0.99224,0.62878,0.99611
SLC30A2,8,0.33045,1.3175,0.46916,0.85322,0.18768,0.40628,0.20258,0.80788,0.091207,0.35825,0.41916,0.99611
P2RX2,8,0.032148,0.11303,0.95243,0.99418,0.91001,0.95447,-0.48077,-1.6902,0.19751,0.52853,0.090993,0.57068
PLA2G4B,1,-0.14755,-0.31122,0.89337,0.98851,0.75563,0.86847,0.36801,0.77621,0.33596,0.66494,0.43762,0.99611
ARSK,8,0.049869,0.2319,0.98753,0.99504,0.81662,0.90368,-0.02874,-0.13388,0.70505,0.89804,0.8935,0.99611
TERGENIC90010,1,0.29534,0.42063,0.71621,0.93933,0.67403,0.81525,0.060948,0.086802,0.94652,0.99209,0.93083,0.99611
DHCR7,8,0.30868,1.6668,0.50427,0.86991,0.095564,0.28495,0.2156,1.1652,0.073163,0.31586,0.24395,0.9631
AKR1E2,8,0.62783,2.903,0.13517,0.57044,0.0036963,0.038584,-0.061418,-0.28395,0.81562,0.95031,0.77645,0.99611
NAT2,8,0.86172,1.9679,0.041339,0.33071,0.049081,0.20271,0.21577,0.49265,0.073163,0.31586,0.62226,0.99611
LDHA,8,0.64083,1.8047,0.1273,0.55587,0.071114,0.24631,0.21635,0.60909,0.072507,0.31481,0.54246,0.99611
ABHD1,8,0.036534,0.14259,0.96096,0.99425,0.88661,0.94029,-0.054226,-0.21193,0.79232,0.94339,0.83216,0.99611
LYG1,8,0.25652,1.3171,0.59055,0.89109,0.18781,0.40629,-0.14122,-0.72492,0.92159,0.98255,0.4685,0.99611
VAT1,8,0.26491,0.84912,0.57513,0.88419,0.39582,0.60901,-0.2846,-0.91194,0.51247,0.79939,0.3618,0.99611
ALDH3A1,8,0.55227,2.1474,0.1893,0.63181,0.03176,0.16188,-0.0048236,-0.01875,0.62795,0.86139,0.98504,0.99611
PDE6D,8,0.69483,2.118,0.10007,0.52048,0.034174,0.16882,0.23551,0.71771,0.052822,0.26656,0.47293,0.99611
CERS6,8,1.0054,2.2407,0.015092,0.1811,0.025048,0.14253,0.37775,0.8417,0.0026247,0.035714,0.39996,0.99611
SLC15A2,8,0.59711,1.7122,0.15551,0.59324,0.086865,0.27295,0.15384,0.44106,0.18045,0.50857,0.65917,0.99611
GRHPR,8,-0.060588,-0.24172,0.7628,0.95292,0.809,0.89961,-0.34,-1.3566,0.39862,0.71979,0.17491,0.83824
AK4,8,-0.94345,-2.152,0.021654,0.23913,0.0314,0.16115,-0.4894,-1.1279,0.18832,0.51434,0.25935,0.97744
ATP6V0D2,8,0.60595,1.864,0.14961,0.58386,0.062318,0.22823,0.28713,0.8833,0.018373,0.13827,0.37707,0.99611
DGAT2L6,8,-0.20162,-0.95539,0.51083,0.87158,0.33938,0.55735,0.28533,1.3547,0.019357,0.14425,0.17552,0.83986
SIRT7,8,-0.10432,-0.38875,0.67881,0.92614,0.69746,0.83212,-0.454,-1.6918,0.22539,0.55628,0.090678,0.56987
SLC27A2,8,0.50916,1.607,0.22867,0.68738,0.10806,0.30253,0.012251,0.038659,0.57316,0.82993,0.96916,0.99611
BCKDHA,8,0.37862,1.3814,0.39239,0.81085,0.16716,0.38103,0.14377,0.52459,0.20374,0.53627,0.59987,0.99611
TPMT,8,1.1143,1.9096,0.007874,0.11374,0.056187,0.21699,0.38048,0.65193,0.0022966,0.03211,0.51445,0.99611
AOX1,8,0.14892,0.59155,0.79921,0.95989,0.55415,0.73276,0.19098,0.75914,0.10827,0.39474,0.44777,0.99611
CAV3,8,0.38768,1.1164,0.37762,0.80097,0.26426,0.48551,0.27747,0.79921,0.022966,0.16092,0.42417,0.99611
ABCA8,8,-0.6548,-2.249,0.08399,0.48948,0.02451,0.14095,-0.071915,-0.24918,0.85007,0.96177,0.80322,0.99611
TERGENIC17236,1,-0.67147,-1.4071,0.55741,0.87963,0.15941,0.37005,-0.053666,-0.11246,0.85335,0.96262,0.91046,0.99611
ALDH9A1,8,-0.26989,-0.9101,0.41371,0.82311,0.36277,0.57922,0.11406,0.38842,0.26772,0.59956,0.6977,0.99611
GALK2,8,0.00083702,0.0029673,0.88911,0.98851,0.99763,0.99966,0.20308,0.72067,0.090879,0.35825,0.47111,0.99611
SLC25A6,8,0.31629,1.2661,0.49278,0.86583,0.20546,0.42923,0.051805,0.2074,0.44685,0.75877,0.8357,0.99611
NT5DC3,8,0.78028,2.4317,0.066273,0.42797,0.015029,0.10753,0.15272,0.47516,0.18274,0.50857,0.63468,0.99611
OXCT1,8,-0.14105,-0.51811,0.60958,0.89715,0.60438,0.76981,-0.28487,-1.0475,0.51214,0.79939,0.29485,0.99611
FITM2,8,0.49188,2.2889,0.24606,0.70822,0.022086,0.13402,0.03253,0.15136,0.50951,0.79887,0.87969,0.99611
SPG20,8,0.40849,1.3692,0.35236,0.78843,0.17094,0.38518,0.41086,1.3784,0.0013123,0.020408,0.16809,0.82503
ENPP2,8,0.192,0.45999,0.71227,0.93699,0.64552,0.80145,-0.11836,-0.2837,0.9918,0.99736,0.77664,0.99611
SLC31A2,8,0.74156,1.8757,0.080052,0.47937,0.060698,0.22602,-0.081033,-0.20453,0.88123,0.97327,0.83794,0.99611
DDAH1,8,0.64136,2.5251,0.1273,0.55587,0.011567,0.090635,0.20514,0.80737,0.088911,0.35547,0.41945,0.99611
PPARG,8,0.80179,2.2058,0.057415,0.38976,0.027396,0.15013,-0.04114,-0.11307,0.74967,0.92435,0.90997,0.99611
NUDT22,8,0.056642,0.22968,0.99934,0.99934,0.81834,0.90386,-0.22226,-0.90137,0.67323,0.88754,0.36739,0.99611
PGAM5,8,-0.20734,-1.1218,0.50098,0.8691,0.26195,0.48397,-0.06047,-0.32738,0.81332,0.95017,0.74338,0.99611
GLRA4,8,0.1267,0.47887,0.84711,0.97939,0.63203,0.79179,0.21699,0.82171,0.071194,0.31044,0.41124,0.99611
LNPEP,8,0.67023,2.3746,0.11089,0.53822,0.017566,0.11716,0.2391,0.84708,0.049869,0.2585,0.39695,0.99611
CYP27C1,8,0.21008,1.3787,0.67684,0.92604,0.16798,0.38238,0.076461,0.5023,0.36975,0.69716,0.61546,0.99611
STEAP1,8,-0.078058,-0.23478,0.73196,0.94374,0.81438,0.90232,0.36741,1.1079,0.0029528,0.0375,0.26789,0.98689
MFSD1,8,0.58953,1.8325,0.16109,0.59805,0.066872,0.23867,0.037366,0.11605,0.49639,0.79019,0.90762,0.99611
ITPKA,8,0.21725,0.50641,0.66371,0.9204,0.61257,0.77635,-0.16233,-0.37835,0.86056,0.96401,0.70517,0.99611
SLC16A7,8,0.48572,1.6896,0.25328,0.71747,0.091101,0.27879,-0.049476,-0.17205,0.77854,0.94055,0.8634,0.99611
SLC6A11,8,0.082125,0.28845,0.94259,0.99138,0.773,0.88021,0.15414,0.54232,0.17913,0.50857,0.5876,0.99611
